Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extra,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Rendimiento
19.0,98.0,Medium,High,Yes,5.0,76.0,Medium,Yes,2.0,Medium,Medium,Private,Positive,3.0,No,High School,Near,Male,72,Alto
20.0,94.0,High,Medium,No,8.0,59.0,High,Yes,3.0,Medium,Medium,Public,Positive,4.0,No,High School,Near,Female,72,Alto
21.0,66.0,High,Medium,No,7.0,61.0,Medium,Yes,2.0,High,Medium,Public,Neutral,2.0,No,High School,Near,Male,66,Bajo
17.0,61.0,High,Medium,Yes,7.0,55.0,High,Yes,1.0,Medium,Medium,Private,Negative,2.0,Yes,High School,Near,Male,62,Bajo
19.0,97.0,Low,Medium,No,8.0,73.0,Medium,Yes,2.0,Medium,Medium,Private,Negative,1.0,No,High School,Near,Male,68,Medio
22.0,81.0,Medium,Low,Yes,7.0,80.0,Low,Yes,1.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,67,Medio
26.0,82.0,High,Low,No,7.0,79.0,Medium,Yes,1.0,Medium,Medium,Public,Positive,2.0,Yes,High School,Near,Female,69,Medio
8.0,91.0,High,Low,No,6.0,98.0,Medium,Yes,1.0,Medium,Medium,Private,Positive,3.0,No,High School,Near,Female,67,Medio
18.0,73.0,Medium,Medium,No,5.0,65.0,Medium,Yes,1.0,Low,Medium,Public,Negative,3.0,No,High School,Near,Female,63,Bajo
21.0,79.0,Low,Medium,Yes,7.0,88.0,Low,Yes,0.0,Low,Medium,Private,Negative,4.0,No,High School,Near,Male,65,Bajo
14.0,99.0,High,Medium,No,6.0,86.0,Low,Yes,2.0,High,Medium,Private,Negative,4.0,No,High School,Near,Male,71,Alto
30.0,87.0,Medium,Medium,No,8.0,53.0,Low,Yes,1.0,Low,Medium,Private,Neutral,1.0,No,High School,Near,Male,70,Alto
16.0,66.0,Medium,Medium,Yes,7.0,97.0,Medium,Yes,5.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,68,Medio
20.0,65.0,Medium,Medium,Yes,8.0,97.0,High,Yes,0.0,Low,Medium,Public,Negative,3.0,No,High School,Near,Female,65,Bajo
23.0,68.0,Medium,High,Yes,6.0,70.0,Medium,Yes,4.0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,68,Medio
16.0,91.0,Medium,Medium,Yes,5.0,71.0,Medium,Yes,2.0,High,Medium,Public,Negative,3.0,No,High School,Near,Male,69,Medio
9.0,72.0,Medium,High,Yes,10.0,91.0,Medium,No,1.0,High,Medium,Public,Neutral,2.0,No,High School,Near,Female,62,Bajo
17.0,61.0,Low,High,Yes,7.0,75.0,Medium,No,2.0,Medium,Medium,Public,Negative,4.0,No,High School,Near,Female,62,Bajo
26.0,98.0,High,Low,No,8.0,90.0,Low,Yes,1.0,High,Medium,Public,Positive,2.0,Yes,High School,Near,Female,72,Alto
18.0,67.0,High,Medium,No,5.0,52.0,High,Yes,0.0,Medium,Medium,Private,Neutral,4.0,No,High School,Near,Male,64,Bajo
15.0,60.0,High,Medium,No,7.0,63.0,Low,Yes,0.0,Low,Medium,Public,Positive,1.0,Yes,High School,Near,Female,58,Bajo
26.0,69.0,High,Medium,No,9.0,55.0,Low,Yes,1.0,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,66,Bajo
18.0,69.0,Medium,Low,Yes,5.0,73.0,Low,Yes,1.0,Low,Medium,Public,Positive,4.0,No,High School,Near,Male,64,Bajo
17.0,77.0,Medium,High,Yes,10.0,93.0,Low,Yes,3.0,High,Medium,Private,Positive,1.0,No,High School,Near,Female,68,Medio
21.0,97.0,Low,Low,No,7.0,78.0,Medium,Yes,0.0,High,Medium,Public,Neutral,3.0,No,High School,Near,Female,69,Medio
25.0,95.0,Low,High,No,6.0,76.0,Medium,Yes,1.0,Low,Medium,Public,Positive,5.0,No,High School,Near,Male,71,Alto
34.0,78.0,Medium,High,Yes,8.0,68.0,Medium,Yes,1.0,Medium,Medium,Public,Negative,2.0,No,High School,Near,Male,71,Alto
25.0,76.0,Medium,Medium,Yes,9.0,53.0,Medium,Yes,0.0,High,Medium,Private,Positive,3.0,No,High School,Near,Male,67,Medio
27.0,82.0,High,Low,Yes,6.0,88.0,Medium,Yes,2.0,High,Medium,Private,Neutral,3.0,No,High School,Near,Male,71,Alto
17.0,70.0,Medium,Medium,Yes,6.0,79.0,Low,Yes,2.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,64,Bajo
14.0,62.0,Medium,Medium,Yes,7.0,97.0,High,Yes,0.0,Medium,Medium,Public,Positive,1.0,No,High School,Near,Male,62,Bajo
20.0,98.0,Medium,Medium,No,8.0,72.0,Medium,Yes,1.0,High,Medium,Public,Negative,4.0,No,High School,Near,Female,70,Alto
21.0,67.0,Low,High,No,7.0,70.0,Low,Yes,2.0,Low,Medium,Private,Negative,2.0,No,High School,Near,Female,63,Bajo
14.0,68.0,High,Medium,Yes,8.0,99.0,High,Yes,0.0,High,Medium,Public,Positive,3.0,No,High School,Near,Female,66,Bajo
19.0,79.0,Medium,Medium,Yes,8.0,57.0,Low,Yes,2.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,65,Bajo
22.0,80.0,Medium,High,No,7.0,63.0,Medium,Yes,1.0,High,Medium,Public,Positive,3.0,No,High School,Near,Male,69,Medio
22.0,61.0,High,Low,Yes,6.0,74.0,Medium,Yes,1.0,Low,Medium,Public,Negative,3.0,No,High School,Near,Male,63,Bajo
23.0,66.0,Medium,Medium,No,7.0,76.0,Low,Yes,1.0,High,Medium,Public,Neutral,2.0,No,High School,Near,Male,64,Bajo
22.0,75.0,Medium,Medium,Yes,10.0,77.0,High,Yes,2.0,Low,Medium,Public,Neutral,2.0,No,High School,Near,Male,66,Bajo
17.0,87.0,Medium,Medium,Yes,7.0,61.0,Medium,Yes,4.0,High,Medium,Public,Negative,3.0,Yes,High School,Near,Female,67,Medio
17.0,69.0,High,High,Yes,9.0,96.0,Medium,Yes,2.0,Low,Medium,Public,Negative,3.0,No,High School,Near,Male,66,Bajo
13.0,77.0,Low,High,No,6.0,85.0,Low,Yes,2.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Female,65,Bajo
31.0,82.0,High,Medium,Yes,7.0,63.0,Medium,No,2.0,High,Medium,Private,Positive,2.0,No,High School,Near,Male,72,Alto
20.0,96.0,High,Medium,Yes,8.0,65.0,High,Yes,0.0,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Female,70,Alto
19.0,73.0,Medium,Medium,Yes,9.0,94.0,Medium,Yes,1.0,High,Medium,Public,Positive,1.0,No,High School,Near,Female,67,Medio
14.0,65.0,Medium,High,No,9.0,69.0,Low,Yes,4.0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,64,Bajo
38.0,80.0,High,Medium,No,5.0,78.0,Medium,Yes,1.0,Low,Medium,Public,Positive,4.0,No,High School,Near,Female,72,Alto
14.0,90.0,Medium,Medium,Yes,9.0,56.0,Medium,Yes,0.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Female,65,Bajo
17.0,64.0,High,Low,Yes,10.0,63.0,Medium,Yes,0.0,High,Medium,Public,Positive,3.0,No,High School,Near,Female,62,Bajo
22.0,77.0,Medium,High,No,6.0,71.0,High,Yes,3.0,Low,Medium,Public,Negative,4.0,No,High School,Near,Female,67,Medio
24.0,61.0,Medium,Medium,No,6.0,83.0,High,Yes,0.0,Medium,Medium,Public,Positive,3.0,Yes,High School,Near,Male,64,Bajo
26.0,61.0,Medium,Medium,No,7.0,64.0,Low,Yes,0.0,Medium,Medium,Private,Negative,3.0,No,High School,Near,Male,63,Bajo
31.0,79.0,Medium,High,No,7.0,98.0,Medium,Yes,1.0,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,72,Alto
23.0,72.0,Low,Medium,No,6.0,61.0,High,Yes,1.0,High,Medium,Public,Positive,5.0,No,High School,Near,Male,66,Bajo
14.0,94.0,High,Medium,Yes,5.0,89.0,Medium,Yes,0.0,Medium,Medium,Public,Positive,1.0,No,High School,Near,Female,70,Alto
18.0,84.0,Medium,Low,Yes,9.0,68.0,Low,Yes,0.0,Medium,Medium,Private,Negative,2.0,No,High School,Near,Female,66,Bajo
22.0,78.0,High,High,No,6.0,92.0,Low,Yes,1.0,High,Medium,Public,Positive,3.0,No,High School,Near,Male,70,Alto
32.0,76.0,Low,Low,Yes,6.0,96.0,Low,Yes,0.0,Low,Medium,Public,Neutral,2.0,No,High School,Near,Female,67,Medio
12.0,80.0,Medium,Medium,Yes,7.0,59.0,High,Yes,1.0,Low,Medium,Public,Positive,2.0,No,High School,Near,Female,64,Bajo
27.0,62.0,High,Medium,No,5.0,75.0,Medium,Yes,2.0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,67,Medio
21.0,96.0,High,High,Yes,5.0,58.0,Medium,Yes,0.0,High,Medium,Public,Neutral,4.0,No,High School,Near,Male,72,Alto
25.0,100.0,High,Low,No,6.0,85.0,Low,Yes,1.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,72,Alto
19.0,67.0,High,Medium,Yes,8.0,92.0,Low,Yes,2.0,High,Medium,Public,Neutral,5.0,No,High School,Near,Female,68,Medio
15.0,65.0,Medium,Medium,Yes,7.0,69.0,Medium,Yes,1.0,High,Medium,Public,Neutral,3.0,No,High School,Near,Female,64,Bajo
25.0,66.0,High,Medium,Yes,4.0,70.0,Medium,No,1.0,High,Medium,Public,Positive,3.0,No,High School,Near,Male,66,Bajo
24.0,86.0,Low,High,No,9.0,60.0,Medium,Yes,0.0,Low,Medium,Private,Positive,3.0,No,High School,Near,Male,68,Medio
26.0,86.0,Low,Low,No,8.0,65.0,Low,Yes,0.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Female,66,Bajo
20.0,94.0,Low,High,Yes,7.0,66.0,High,Yes,1.0,Low,Medium,Private,Positive,1.0,No,High School,Near,Female,70,Alto
16.0,90.0,High,High,Yes,7.0,58.0,High,Yes,1.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Female,70,Alto
11.0,78.0,Low,High,Yes,8.0,65.0,Medium,Yes,0.0,Medium,Medium,Private,Neutral,2.0,No,High School,Near,Female,62,Bajo
25.0,85.0,Low,Medium,Yes,10.0,95.0,Medium,Yes,0.0,Medium,Medium,Public,Positive,1.0,No,High School,Near,Male,69,Medio
23.0,88.0,Medium,Medium,Yes,8.0,66.0,Low,Yes,2.0,Medium,Medium,Private,Positive,2.0,No,High School,Near,Male,69,Medio
14.0,81.0,Medium,Medium,Yes,7.0,64.0,Medium,Yes,2.0,Medium,Medium,Public,Positive,4.0,Yes,High School,Near,Male,66,Bajo
17.0,79.0,High,High,No,5.0,69.0,Medium,Yes,4.0,Low,Medium,Public,Negative,3.0,No,High School,Near,Female,68,Medio
17.0,86.0,Medium,High,No,7.0,98.0,Medium,Yes,2.0,Low,Medium,Public,Positive,5.0,No,High School,Near,Male,71,Alto
11.0,82.0,Medium,Medium,Yes,8.0,88.0,Medium,No,1.0,Low,Medium,Private,Negative,2.0,No,High School,Near,Female,64,Bajo
15.0,86.0,Low,High,No,7.0,60.0,Medium,Yes,2.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,67,Medio
13.0,85.0,Medium,High,Yes,6.0,88.0,Medium,Yes,2.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,68,Medio
18.0,89.0,Low,High,Yes,8.0,88.0,Low,Yes,0.0,High,Medium,Public,Negative,1.0,No,High School,Near,Male,67,Medio
16.0,86.0,Medium,Medium,No,6.0,98.0,High,Yes,1.0,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,68,Medio
10.0,81.0,Medium,High,Yes,8.0,95.0,Medium,Yes,5.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,69,Medio
32.0,87.0,Medium,High,Yes,6.0,55.0,Medium,Yes,0.0,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,71,Alto
28.0,78.0,High,Low,Yes,4.0,73.0,Low,No,3.0,Low,Medium,Private,Positive,4.0,No,High School,Near,Female,68,Medio
15.0,70.0,High,High,No,6.0,85.0,High,Yes,0.0,Low,Medium,Private,Positive,2.0,No,High School,Near,Male,65,Bajo
22.0,60.0,Low,Medium,No,7.0,99.0,Medium,Yes,1.0,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,63,Bajo
23.0,82.0,Low,Medium,Yes,8.0,54.0,Medium,Yes,0.0,Medium,Medium,Public,Negative,1.0,No,High School,Near,Female,65,Bajo
27.0,84.0,High,High,No,8.0,68.0,Low,Yes,3.0,Low,Medium,Private,Positive,2.0,Yes,High School,Near,Female,72,Alto
15.0,99.0,Low,Medium,Yes,5.0,75.0,Low,Yes,2.0,Medium,Medium,Public,Neutral,1.0,No,High School,Near,Male,67,Medio
27.0,74.0,Medium,High,No,7.0,71.0,Medium,Yes,1.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,69,Medio
17.0,76.0,Medium,Medium,No,6.0,73.0,Medium,Yes,3.0,Low,Medium,Private,Neutral,3.0,No,High School,Near,Male,67,Medio
12.0,68.0,High,Medium,Yes,6.0,68.0,Low,Yes,2.0,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,64,Bajo
24.0,63.0,Medium,Low,No,6.0,99.0,Low,No,0.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,62,Bajo
28.0,91.0,Low,Medium,No,7.0,90.0,Medium,Yes,2.0,High,Medium,Private,Neutral,3.0,No,High School,Near,Male,71,Alto
36.0,70.0,Low,High,No,10.0,87.0,Medium,Yes,2.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,70,Alto
13.0,84.0,Low,Medium,No,10.0,71.0,Low,Yes,1.0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,64,Bajo
24.0,88.0,Medium,Medium,Yes,6.0,94.0,Medium,Yes,0.0,Low,Medium,Private,Negative,2.0,No,High School,Near,Male,69,Medio
18.0,79.0,Medium,Medium,Yes,7.0,55.0,Medium,Yes,1.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,65,Bajo
25.0,95.0,High,High,Yes,7.0,57.0,Medium,Yes,2.0,High,Medium,Private,Negative,2.0,No,High School,Near,Female,73,Alto
11.0,78.0,Medium,Low,Yes,7.0,98.0,Low,Yes,2.0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,64,Bajo
12.0,71.0,Medium,High,Yes,8.0,78.0,Low,Yes,2.0,Medium,Medium,Public,Negative,2.0,No,High School,Near,Female,64,Bajo
15.0,96.0,Medium,Medium,Yes,7.0,58.0,Medium,Yes,3.0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,70,Alto
20.0,94.0,Low,Low,Yes,6.0,97.0,Low,Yes,2.0,Medium,Medium,Public,Positive,5.0,No,High School,Near,Male,70,Alto
16.0,67.0,High,High,No,9.0,99.0,Medium,Yes,2.0,Medium,Medium,Public,Neutral,2.0,Yes,High School,Near,Male,64,Bajo
24.0,61.0,Low,Medium,No,5.0,94.0,Medium,Yes,3.0,Medium,Medium,Private,Neutral,2.0,Yes,High School,Near,Female,64,Bajo
26.0,64.0,Medium,Medium,Yes,7.0,62.0,High,Yes,3.0,Medium,Medium,Private,Negative,2.0,No,High School,Near,Male,66,Bajo
24.0,71.0,Low,High,Yes,5.0,64.0,Medium,Yes,1.0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,66,Bajo
30.0,99.0,Medium,Medium,Yes,5.0,70.0,Low,Yes,2.0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Female,74,Alto
22.0,82.0,High,High,No,8.0,79.0,Medium,No,2.0,Medium,Medium,Public,Negative,1.0,No,High School,Near,Female,69,Medio
13.0,75.0,Low,High,Yes,6.0,100.0,High,Yes,1.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,67,Medio
28.0,96.0,Medium,Medium,No,4.0,98.0,High,Yes,5.0,Low,Medium,Public,Neutral,5.0,Yes,High School,Near,Male,73,Alto
16.0,78.0,Low,Medium,No,6.0,96.0,High,Yes,0.0,Medium,Medium,Public,Positive,1.0,No,High School,Near,Female,66,Bajo
25.0,73.0,High,Medium,No,6.0,54.0,High,Yes,2.0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Female,67,Medio
29.0,98.0,Medium,High,Yes,5.0,88.0,Low,Yes,3.0,Low,Medium,Public,Neutral,2.0,No,High School,Near,Male,75,Alto
23.0,94.0,Medium,High,Yes,8.0,94.0,Low,Yes,2.0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,73,Alto
11.0,94.0,Medium,Medium,No,5.0,67.0,Medium,Yes,2.0,High,Medium,Public,Neutral,5.0,No,High School,Near,Female,67,Medio
14.0,80.0,High,Low,Yes,6.0,61.0,Medium,Yes,0.0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Female,65,Bajo
28.0,92.0,Medium,Medium,Yes,7.0,87.0,Low,Yes,1.0,Low,Medium,Public,Positive,1.0,No,High School,Near,Female,71,Alto
19.0,67.0,Medium,Medium,Yes,6.0,55.0,Low,Yes,1.0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,63,Bajo
20.0,83.0,Medium,Low,Yes,6.0,97.0,High,Yes,2.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Female,68,Medio
25.0,99.0,Medium,High,No,6.0,58.0,High,Yes,0.0,Medium,Medium,Private,Positive,4.0,No,High School,Near,Male,72,Alto
24.0,72.0,Low,High,Yes,5.0,73.0,Low,Yes,2.0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,67,Medio
22.0,92.0,Medium,High,No,6.0,99.0,Low,Yes,1.0,Medium,Medium,Public,Negative,4.0,No,High School,Near,Female,71,Alto
19.0,80.0,Low,Low,No,8.0,99.0,High,Yes,1.0,Low,Medium,Public,Positive,4.0,No,High School,Near,Male,67,Medio
18.0,62.0,Medium,High,Yes,6.0,89.0,Medium,Yes,0.0,High,Medium,Private,Positive,3.0,No,High School,Near,Female,66,Bajo
25.0,91.0,Medium,High,No,7.0,92.0,Medium,Yes,3.0,Low,Medium,Public,Negative,5.0,No,High School,Near,Male,72,Alto
23.0,67.0,Low,Low,No,9.0,98.0,Medium,Yes,2.0,Low,Medium,Public,Negative,0.0,No,High School,Near,Female,64,Bajo
18.0,85.0,Medium,Medium,No,8.0,96.0,Medium,Yes,0.0,High,Medium,Public,Negative,3.0,No,High School,Near,Male,68,Medio
26.0,63.0,High,High,No,5.0,81.0,Medium,Yes,0.0,Low,Medium,Public,Negative,2.0,No,High School,Near,Female,65,Bajo
19.0,98.0,Medium,High,Yes,8.0,87.0,High,Yes,1.0,Medium,Medium,Private,Positive,4.0,No,High School,Near,Male,74,Alto
15.0,72.0,Medium,Low,Yes,9.0,80.0,Medium,Yes,4.0,Medium,Medium,Private,Neutral,4.0,No,High School,Near,Female,65,Bajo
15.0,69.0,High,Low,Yes,6.0,75.0,Medium,No,2.0,Low,Medium,Public,Positive,2.0,No,High School,Near,Female,63,Bajo
14.0,65.0,Medium,Medium,Yes,5.0,94.0,Medium,Yes,5.0,Low,Medium,Private,Negative,3.0,No,High School,Near,Male,65,Bajo
18.0,98.0,Low,High,Yes,6.0,87.0,Medium,Yes,0.0,Medium,Medium,Public,Neutral,1.0,No,High School,Near,Male,70,Alto
27.0,88.0,Medium,High,Yes,7.0,93.0,Medium,Yes,0.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Male,71,Alto
15.0,90.0,Medium,Medium,Yes,8.0,55.0,Medium,Yes,1.0,Low,Medium,Public,Neutral,1.0,No,High School,Near,Female,66,Bajo
21.0,80.0,Medium,Medium,Yes,6.0,79.0,Low,Yes,2.0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,69,Medio
16.0,79.0,Medium,High,Yes,4.0,66.0,High,Yes,2.0,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,67,Medio
18.0,64.0,Medium,High,Yes,5.0,76.0,Low,Yes,1.0,Low,Medium,Public,Positive,4.0,No,High School,Near,Male,64,Bajo
11.0,82.0,High,High,No,8.0,81.0,High,Yes,2.0,Low,Medium,Public,Positive,2.0,No,High School,Near,Female,67,Medio
19.0,70.0,Medium,High,Yes,10.0,92.0,Medium,Yes,1.0,Low,Medium,Public,Positive,4.0,No,High School,Near,Male,67,Medio
19.0,99.0,High,Medium,No,7.0,52.0,Medium,Yes,1.0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,70,Alto
23.0,92.0,High,High,No,9.0,58.0,Medium,Yes,2.0,Low,Medium,Private,Neutral,1.0,No,High School,Near,Female,71,Alto
21.0,77.0,Medium,Low,Yes,5.0,96.0,High,Yes,2.0,Low,Medium,Private,Neutral,5.0,No,High School,Near,Female,68,Medio
13.0,66.0,High,High,No,6.0,98.0,Low,Yes,1.0,High,Medium,Public,Positive,2.0,No,High School,Near,Male,65,Bajo
27.0,91.0,Medium,Medium,No,4.0,53.0,Medium,Yes,1.0,Low,Medium,Private,Positive,3.0,No,High School,Near,Female,70,Alto
21.0,65.0,Medium,High,Yes,8.0,67.0,Low,No,1.0,Low,Medium,Public,Positive,4.0,No,High School,Near,Female,64,Bajo
21.0,68.0,High,High,Yes,6.0,50.0,High,Yes,3.0,Medium,Medium,Private,Neutral,4.0,No,High School,Near,Male,67,Medio
20.0,68.0,Low,Low,No,8.0,88.0,Medium,Yes,5.0,Low,Medium,Private,Neutral,3.0,No,High School,Near,Male,63,Bajo
17.0,82.0,Medium,Low,Yes,6.0,84.0,High,Yes,2.0,Low,Medium,Public,Negative,3.0,No,High School,Near,Female,65,Bajo
21.0,91.0,Medium,Medium,Yes,10.0,78.0,High,Yes,2.0,Low,Medium,Public,Negative,2.0,No,High School,Near,Male,70,Alto
23.0,73.0,Medium,High,No,10.0,85.0,Medium,Yes,1.0,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,67,Medio
10.0,63.0,Medium,High,No,4.0,77.0,Low,No,3.0,Low,Medium,Private,Neutral,3.0,No,High School,Near,Male,60,Bajo
17.0,79.0,Low,High,No,8.0,62.0,Low,Yes,1.0,Low,Medium,Public,Neutral,3.0,No,High School,Near,Female,64,Bajo
18.0,90.0,Low,Medium,No,6.0,88.0,Low,Yes,1.0,Medium,Medium,Private,Negative,1.0,No,High School,Near,Female,65,Bajo
22.0,69.0,Medium,Medium,No,8.0,89.0,Low,No,0.0,Low,Medium,Public,Positive,5.0,No,High School,Near,Female,64,Bajo
27.0,69.0,Medium,Low,Yes,5.0,93.0,Medium,Yes,1.0,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,67,Medio
15.0,98.0,Medium,Medium,Yes,9.0,98.0,High,Yes,0.0,Medium,Medium,Private,Positive,3.0,No,High School,Near,Female,71,Alto
17.0,98.0,Medium,Medium,No,9.0,87.0,Low,Yes,0.0,High,Medium,Private,Positive,3.0,No,High School,Near,Female,69,Medio
17.0,100.0,Medium,High,Yes,5.0,53.0,Low,Yes,1.0,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,70,Alto
15.0,92.0,Medium,Medium,Yes,7.0,51.0,Medium,Yes,1.0,High,Medium,Public,Positive,3.0,No,High School,Near,Female,69,Medio
18.0,68.0,High,High,Yes,7.0,87.0,High,Yes,3.0,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,69,Medio
25.0,68.0,Low,Medium,Yes,8.0,53.0,Low,Yes,2.0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,64,Bajo
14.0,74.0,Low,Medium,Yes,7.0,66.0,Medium,Yes,0.0,Medium,Medium,Private,Negative,3.0,No,High School,Near,Male,63,Bajo
23.0,73.0,High,Medium,No,8.0,57.0,Medium,Yes,3.0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,67,Medio
10.0,98.0,Medium,Medium,No,7.0,98.0,Low,No,0.0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,66,Bajo
17.0,92.0,Medium,High,Yes,8.0,66.0,Medium,Yes,2.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,69,Medio
18.0,89.0,Medium,Medium,No,5.0,53.0,Medium,Yes,5.0,Low,Medium,Private,Neutral,4.0,No,High School,Near,Male,69,Medio
30.0,67.0,Medium,Medium,No,7.0,97.0,High,Yes,2.0,High,Medium,Public,Neutral,3.0,Yes,High School,Near,Male,69,Medio
18.0,96.0,Medium,High,Yes,9.0,80.0,High,Yes,1.0,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,72,Alto
7.0,93.0,High,High,Yes,9.0,52.0,High,Yes,1.0,Medium,Medium,Private,Negative,3.0,No,High School,Near,Female,65,Bajo
8.0,67.0,Medium,Medium,Yes,7.0,92.0,Medium,Yes,0.0,High,Medium,Private,Positive,2.0,No,High School,Near,Male,63,Bajo
20.0,95.0,Medium,Medium,No,7.0,58.0,Low,Yes,1.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Male,69,Medio
24.0,71.0,High,Medium,Yes,9.0,90.0,Low,Yes,3.0,Medium,Medium,Private,Neutral,3.0,No,High School,Near,Male,69,Medio
22.0,63.0,Medium,Low,Yes,7.0,80.0,Medium,Yes,2.0,High,Medium,Private,Negative,2.0,No,High School,Near,Female,64,Bajo
21.0,86.0,Medium,Low,Yes,9.0,59.0,High,Yes,2.0,Medium,Medium,Private,Positive,3.0,No,High School,Near,Male,69,Medio
27.0,86.0,Medium,High,No,7.0,88.0,Medium,Yes,1.0,Medium,Medium,Private,Neutral,3.0,No,High School,Near,Male,72,Alto
17.0,64.0,Medium,Low,No,7.0,73.0,High,Yes,1.0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Male,62,Bajo
25.0,73.0,High,Medium,Yes,5.0,82.0,Low,No,1.0,Medium,Medium,Private,Positive,3.0,Yes,High School,Near,Male,66,Bajo
10.0,100.0,Low,Medium,No,5.0,93.0,Low,Yes,2.0,Medium,Medium,Public,Neutral,1.0,No,High School,Near,Female,65,Bajo
15.0,87.0,High,High,Yes,8.0,63.0,Medium,Yes,0.0,High,Medium,Public,Neutral,3.0,No,High School,Near,Female,69,Medio
9.0,89.0,Medium,Low,No,10.0,68.0,High,Yes,1.0,High,Medium,Public,Negative,3.0,No,High School,Near,Female,65,Bajo
18.0,69.0,High,Medium,Yes,7.0,100.0,Medium,Yes,3.0,Medium,Medium,Public,Negative,2.0,No,High School,Near,Male,67,Medio
20.0,63.0,Low,Medium,Yes,7.0,75.0,Low,Yes,2.0,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Female,63,Bajo
21.0,71.0,High,Medium,No,9.0,78.0,Low,Yes,2.0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,66,Bajo
20.0,70.0,Low,Medium,No,8.0,64.0,Low,Yes,0.0,Low,Medium,Private,Positive,3.0,No,High School,Near,Male,61,Bajo
14.0,69.0,High,Medium,Yes,4.0,71.0,Medium,Yes,1.0,Medium,Medium,Public,Positive,4.0,No,High School,Near,Female,64,Bajo
19.0,68.0,Medium,Low,Yes,8.0,75.0,Low,Yes,1.0,Medium,Medium,Private,Neutral,4.0,No,High School,Near,Male,64,Bajo
11.0,83.0,Medium,Medium,Yes,5.0,63.0,Medium,Yes,2.0,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,65,Bajo
28.0,73.0,Medium,Low,No,7.0,62.0,Medium,Yes,3.0,High,Medium,Public,Neutral,3.0,No,High School,Near,Female,68,Medio
18.0,93.0,Low,High,Yes,6.0,80.0,Medium,Yes,1.0,Medium,Medium,Private,Negative,3.0,No,High School,Near,Male,69,Medio
